cmc,power,toughness,color_identity,type_1
4.0,3.0,3.0,['R'],Creature 
4.0,3.0,3.0,['R'],Creature 
3.0,5.0,3.0,['B'],Creature 
3.0,1.0,1.0,['R'],Legendary Creature 
4.0,3.0,1.0,['B'],Creature 
7.0,4.0,4.0,"['B', 'R']",Legendary Creature 
4.0,2.0,3.0,['W'],Creature 
2.0,2.0,2.0,['W'],Creature 
2.0,2.0,2.0,['W'],Creature 
3.0,2.0,2.0,"['G', 'W']",Creature 
5.0,3.0,3.0,"['R', 'W']",Creature 
5.0,6.0,7.0,"['G', 'W']",Legendary Enchantment Creature 
5.0,2.0,5.0,['U'],Creature 
4.0,4.0,5.0,['G'],Creature 
3.0,2.0,2.0,"['R', 'U']",Creature 
4.0,2.0,3.0,['B'],Creature 
2.0,1.0,1.0,['U'],Creature 
1.0,1.0,2.0,['W'],Creature 
3.0,1.0,4.0,['W'],Creature 
1.0,1.0,1.0,['W'],Creature 
4.0,4.0,4.0,['R'],Creature 
7.0,10.0,10.0,['U'],Creature 
4.0,3.0,4.0,['W'],Creature 
3.0,2.0,2.0,['W'],Creature 
1.0,2.0,3.0,['W'],Creature 
2.0,1.0,1.0,"['G', 'U']",Creature 
2.0,1.0,1.0,['B'],Creature 
4.0,4.0,3.0,['G'],Creature 
4.0,3.0,3.0,['W'],Creature 
8.0,5.0,5.0,['W'],Creature 
6.0,5.0,5.0,['B'],Creature 
1.0,1.0,2.0,['W'],Creature 
4.0,6.0,6.0,['G'],Creature 
7.0,7.0,7.0,"['B', 'G', 'R']",Legendary Creature 
7.0,4.0,4.0,[],Artifact Creature 
2.0,2.0,1.0,['U'],Creature 
3.0,3.0,2.0,['B'],Creature 
3.0,2.0,3.0,['B'],Creature 
4.0,0.0,4.0,['B'],Creature 
7.0,5.0,5.0,['G'],Creature 
7.0,5.0,5.0,['W'],Creature 
5.0,3.0,5.0,['U'],Creature 
3.0,2.0,3.0,['W'],Creature 
6.0,0.0,4.0,[],Artifact Creature 
5.0,3.0,3.0,['B'],Creature 
8.0,7.0,7.0,"['G', 'U', 'W']",Legendary Creature 
3.0,2.0,2.0,['B'],Creature 
5.0,2.0,2.0,"['R', 'U', 'W']",Legendary Creature 
4.0,2.0,3.0,['U'],Creature 
6.0,6.0,6.0,['G'],Creature 
4.0,1.0,5.0,"['B', 'U']",Creature 
3.0,3.0,3.0,['W'],Legendary Creature 
5.0,2.0,2.0,['B'],Creature 
3.0,3.0,3.0,"['B', 'W']",Legendary Creature 
6.0,3.0,4.0,['W'],Creature 
5.0,1.0,4.0,['U'],Legendary Creature 
3.0,2.0,2.0,['W'],Creature 
3.0,3.0,2.0,['B'],Creature 
3.0,1.0,3.0,['G'],Creature 
3.0,2.0,1.0,['U'],Creature 
4.0,3.0,3.0,['R'],Creature 
6.0,4.0,4.0,['B'],Creature 
3.0,2.0,3.0,['G'],Legendary Creature 
4.0,3.0,3.0,"['U', 'W']",Artifact Creature 
2.0,3.0,3.0,['B'],Creature 
5.0,3.0,3.0,['B'],Creature 
5.0,4.0,4.0,['B'],Legendary Creature 
3.0,2.0,2.0,"['G', 'U', 'W']",Creature 
4.0,3.0,3.0,['G'],Creature 
5.0,2.0,2.0,['G'],Creature 
4.0,2.0,5.0,['W'],Creature 
2.0,2.0,2.0,['G'],Creature 
2.0,2.0,1.0,['W'],Creature 
2.0,1.0,1.0,['W'],Creature 
3.0,0.0,5.0,['R'],Creature 
2.0,2.0,3.0,['G'],Creature 
3.0,3.0,2.0,['B'],Creature 
2.0,2.0,1.0,['G'],Creature 
3.0,2.0,2.0,['R'],Creature 
6.0,4.0,4.0,['R'],Legendary Creature 
3.0,1.0,1.0,['B'],Creature 
4.0,1.0,4.0,['U'],Creature 
3.0,2.0,2.0,['G'],Creature 
4.0,2.0,2.0,['W'],Creature 
4.0,2.0,4.0,['W'],Creature 
6.0,4.0,4.0,"['R', 'U']",Legendary Artifact Creature 
0.0,1.0,1.0,[],Token Artifact Creature 
4.0,2.0,2.0,['G'],Creature 
3.0,2.0,2.0,['B'],Creature 
1.0,2.0,1.0,['B'],Creature 
3.0,5.0,4.0,['G'],Creature 
2.0,0.0,0.0,"['G', 'W']",Legendary Creature 
3.0,2.0,3.0,"['B', 'U']",Creature 
4.0,6.0,5.0,['R'],Legendary Enchantment Creature 
3.0,3.0,2.0,"['B', 'W']",Legendary Creature 
3.0,2.0,2.0,['B'],Creature 
4.0,7.0,5.0,"['B', 'R']",Legendary Enchantment Creature 
0.0,2.0,2.0,[],Token Creature 
2.0,1.0,1.0,['G'],Creature 
4.0,4.0,4.0,['G'],Creature 
5.0,3.0,3.0,['R'],Creature 
4.0,3.0,2.0,['R'],Creature 
3.0,2.0,3.0,['B'],Creature 
1.0,1.0,1.0,['B'],Creature 
2.0,3.0,1.0,['R'],Creature 
2.0,3.0,3.0,"['B', 'R']",Creature 
3.0,2.0,2.0,"['B', 'U', 'W']",Artifact Creature 
3.0,3.0,2.0,"['B', 'G', 'R', 'U', 'W']",Legendary Creature 
4.0,4.0,2.0,"['B', 'R']",Creature 
2.0,1.0,3.0,['G'],Creature 
6.0,3.0,3.0,['B'],Creature 
5.0,4.0,3.0,['U'],Creature 
1.0,1.0,1.0,['G'],Creature 
4.0,4.0,2.0,['B'],Creature 
2.0,3.0,1.0,['B'],Creature 
4.0,3.0,4.0,['G'],Creature 
5.0,5.0,4.0,"['B', 'G']",Creature 
2.0,1.0,2.0,['U'],Creature 
3.0,4.0,5.0,['G'],Creature 
3.0,2.0,2.0,['U'],Creature 
2.0,1.0,1.0,['W'],Creature 
3.0,1.0,1.0,['U'],Creature 
4.0,2.0,4.0,"['B', 'G']",Creature 
2.0,2.0,1.0,['B'],Creature 
5.0,5.0,5.0,['R'],Creature 
4.0,2.0,4.0,['R'],Creature 
4.0,2.0,2.0,['R'],Creature 
1.0,1.0,1.0,['G'],Creature 
3.0,1.0,1.0,['B'],Creature 
6.0,6.0,6.0,['U'],Creature 
2.0,0.0,2.0,['G'],Creature 
5.0,5.0,3.0,['G'],Enchantment Creature 
1.0,1.0,1.0,['G'],Creature 
4.0,3.0,3.0,['G'],Creature 
2.0,1.0,1.0,['G'],Creature 
3.0,2.0,2.0,"['G', 'U', 'W']",Legendary Creature 
4.0,4.0,3.0,['G'],Legendary Creature 
4.0,4.0,2.0,['B'],Creature 
3.0,2.0,2.0,['U'],Creature 
7.0,5.0,5.0,['B'],Creature 
2.0,3.0,3.0,"['R', 'W']",Creature 
2.0,2.0,2.0,['R'],Creature 
1.0,1.0,1.0,['G'],Creature 
5.0,2.0,3.0,['U'],Creature 
5.0,3.0,5.0,['U'],Creature 
4.0,3.0,2.0,['B'],Legendary Creature 
3.0,1.0,1.0,['W'],Creature 
0.0,1.0,1.0,['W'],Token Creature 
5.0,3.0,3.0,['R'],Creature 
5.0,3.0,3.0,['W'],Legendary Creature 
5.0,3.0,4.0,['U'],Creature 
2.0,1.0,1.0,['G'],Creature 
7.0,5.0,5.0,['G'],Creature 
4.0,2.0,1.0,['B'],Creature 
5.0,3.0,3.0,['W'],Creature 
2.0,2.0,2.0,['W'],Creature 
7.0,3.0,3.0,"['G', 'R']",Creature 
5.0,3.0,3.0,['G'],Creature 
4.0,3.0,3.0,['R'],Creature 
3.0,3.0,1.0,['B'],Creature 
6.0,5.0,5.0,['B'],Creature 
6.0,4.0,5.0,"['U', 'W']",Creature 
7.0,1.0,1.0,['G'],Creature 
4.0,3.0,3.0,['R'],Creature 
3.0,2.0,2.0,['B'],Creature 
2.0,3.0,1.0,['W'],Creature 
5.0,2.0,4.0,['R'],Creature 
4.0,2.0,4.0,['B'],Creature 
2.0,3.0,1.0,['W'],Creature 
3.0,2.0,2.0,['R'],Creature 
4.0,3.0,3.0,['R'],Legendary Creature 
3.0,3.0,4.0,['R'],Creature 
4.0,5.0,2.0,['R'],Creature 
4.0,2.0,2.0,"['G', 'U']",Creature 
3.0,1.0,1.0,['R'],Creature 
3.0,2.0,2.0,['R'],Creature 
6.0,6.0,5.0,['G'],Creature 
2.0,1.0,1.0,['W'],Creature 
5.0,5.0,4.0,['R'],Creature 
1.0,1.0,1.0,['R'],Creature 
2.0,2.0,1.0,['G'],Creature 
5.0,7.0,7.0,['G'],Creature 
4.0,3.0,2.0,['R'],Creature 
2.0,0.0,4.0,['G'],Creature 
4.0,5.0,5.0,['G'],Creature 
2.0,1.0,1.0,['G'],Creature 
3.0,2.0,3.0,['B'],Creature 
7.0,4.0,3.0,['R'],Creature 
2.0,1.0,1.0,['G'],Creature 
2.0,2.0,2.0,"['G', 'W']",Creature 
2.0,1.0,1.0,['B'],Creature 
3.0,2.0,2.0,['U'],Creature 
2.0,1.0,1.0,['B'],Creature 
3.0,2.0,2.0,['W'],Creature 
2.0,2.0,2.0,['W'],Creature 
6.0,4.0,4.0,['R'],Creature 
3.0,2.0,2.0,['W'],Creature 
0.0,2.0,2.0,['B'],Token Creature 
0.0,2.0,4.0,['B'],Token Creature 
0.0,9.0,9.0,[],Token Artifact Creature 
2.0,2.0,1.0,['B'],Creature 
1.0,0.0,4.0,['B'],Creature 
5.0,4.0,5.0,['G'],Creature 
2.0,2.0,2.0,"['B', 'R']",Creature 
5.0,3.0,2.0,['B'],Creature 
3.0,2.0,2.0,"['B', 'U']",Creature 
6.0,5.0,5.0,['B'],Legendary Creature 
5.0,6.0,4.0,['G'],Legendary Creature 
3.0,3.0,2.0,['U'],Creature 
3.0,3.0,1.0,['U'],Creature 
3.0,2.0,2.0,[],Artifact Creature 
5.0,4.0,5.0,[],Creature 
5.0,2.0,5.0,['W'],Creature 
4.0,0.0,3.0,['U'],Creature 
0.0,3.0,3.0,['B'],Token Creature 
4.0,2.0,2.0,['U'],Creature 
6.0,7.0,7.0,['B'],Creature 
4.0,3.0,3.0,['U'],Creature 
3.0,2.0,2.0,['B'],Creature 
3.0,2.0,2.0,['B'],Creature 
5.0,4.0,4.0,['G'],Creature 
0.0,3.0,3.0,['G'],Token Creature 
2.0,1.0,2.0,['U'],Creature 
4.0,2.0,2.0,['W'],Creature 
3.0,2.0,2.0,['W'],Creature 
3.0,2.0,2.0,[],Artifact Creature 
3.0,1.0,3.0,['G'],Snow Creature 
4.0,4.0,4.0,"['G', 'R']",Legendary Creature 
6.0,4.0,4.0,['B'],Legendary Creature 
5.0,4.0,4.0,['G'],Creature 
2.0,2.0,1.0,['R'],Creature 
2.0,1.0,3.0,['U'],Legendary Creature 
3.0,1.0,2.0,['B'],Creature 
4.0,4.0,4.0,"['G', 'W']",Creature 
7.0,6.0,6.0,"['G', 'U']",Legendary Creature 
2.0,2.0,2.0,['W'],Creature 
3.0,2.0,2.0,['W'],Legendary Creature 
1.0,1.0,1.0,['G'],Creature 
5.0,3.0,3.0,['U'],Creature 
3.0,2.0,2.0,['R'],Creature 
4.0,3.0,3.0,"['G', 'R']",Creature 
2.0,2.0,1.0,['R'],Creature 
5.0,2.0,4.0,"['G', 'W']",Creature 
1.0,1.0,1.0,['R'],Creature 
5.0,2.0,8.0,['G'],Creature 
7.0,7.0,7.0,['G'],Creature 
3.0,2.0,3.0,"['R', 'U']",Legendary Creature 
3.0,2.0,2.0,['U'],Creature 
4.0,2.0,3.0,['R'],Creature 
3.0,2.0,2.0,['W'],Creature 
4.0,4.0,4.0,"['B', 'G']",Creature 
2.0,0.0,1.0,['B'],Artifact Creature 
6.0,3.0,4.0,[],Artifact Creature 
0.0,4.0,4.0,['B'],Token Creature 
0.0,2.0,2.0,['G'],Token Creature 
1.0,1.0,1.0,"['B', 'G', 'W']",Creature 
5.0,4.0,4.0,['U'],Creature 
3.0,2.0,2.0,['R'],Creature 
4.0,2.0,2.0,['G'],Creature 
6.0,6.0,6.0,['R'],Creature 
0.0,1.0,1.0,['W'],Token Creature 
6.0,4.0,5.0,['U'],Creature 
3.0,3.0,3.0,"['B', 'W']",Creature 
2.0,0.0,1.0,['B'],Creature 
3.0,3.0,3.0,['U'],Creature 
3.0,2.0,2.0,['B'],Creature 
2.0,2.0,2.0,['R'],Creature 
2.0,1.0,3.0,['B'],Creature 
5.0,4.0,4.0,['B'],Creature 
4.0,4.0,3.0,['R'],Legendary Creature 
3.0,3.0,2.0,[],Artifact Creature 
4.0,4.0,4.0,"['B', 'U']",Legendary Creature 
3.0,0.0,0.0,['B'],Enchantment Creature 
3.0,0.0,1.0,['G'],Creature 
6.0,3.0,3.0,['W'],Creature 
7.0,4.0,4.0,"['G', 'W']",Legendary Creature 
4.0,4.0,3.0,['G'],Creature 
4.0,4.0,2.0,"['B', 'R']",Creature 
2.0,1.0,1.0,['B'],Creature 
2.0,2.0,2.0,"['G', 'U']",Creature 
2.0,1.0,1.0,['G'],Creature 
5.0,4.0,4.0,"['B', 'W']",Creature 
3.0,3.0,1.0,['U'],Creature 
6.0,5.0,5.0,['U'],Creature 
4.0,1.0,3.0,['B'],Creature 
6.0,5.0,4.0,['U'],Creature 
0.0,0.0,1.0,['G'],Token Creature 
7.0,6.0,4.0,['B'],Creature 
6.0,6.0,6.0,['U'],Creature 
7.0,4.0,5.0,"['U', 'W']",Creature 
4.0,2.0,1.0,['B'],Creature 
5.0,3.0,4.0,['W'],Creature 
5.0,2.0,2.0,['R'],Creature 
2.0,0.0,5.0,['R'],Creature 
3.0,2.0,1.0,['R'],Creature 
3.0,2.0,2.0,['U'],Creature 
2.0,1.0,3.0,['U'],Creature 
4.0,3.0,3.0,"['R', 'W']",Creature 
6.0,4.0,4.0,"['B', 'G', 'R', 'U', 'W']",Legendary Artifact Creature 
6.0,3.0,3.0,['U'],Creature 
3.0,2.0,1.0,['U'],Creature 
0.0,2.0,2.0,['W'],Token Creature 
2.0,2.0,1.0,['B'],Legendary Creature 
6.0,5.0,4.0,['G'],Creature 
1.0,2.0,2.0,['W'],Legendary Creature 
6.0,4.0,6.0,"['G', 'R']",Legendary Creature 
2.0,2.0,1.0,['G'],Creature 
5.0,4.0,4.0,['G'],Creature 
4.0,1.0,1.0,"['U', 'W']",Legendary Creature 
2.0,2.0,1.0,['W'],Creature 
2.0,2.0,2.0,['W'],Creature 
8.0,4.0,4.0,['G'],Creature 
2.0,1.0,2.0,['R'],Creature 
2.0,2.0,1.0,['W'],Creature 
4.0,3.0,3.0,"['B', 'U', 'W']",Legendary Creature 
3.0,2.0,2.0,['B'],Creature 
3.0,1.0,3.0,['U'],Creature 
6.0,3.0,4.0,['R'],Creature 
4.0,1.0,3.0,['U'],Creature 
2.0,2.0,1.0,['G'],Creature 
4.0,3.0,3.0,[],Artifact Creature 
3.0,2.0,3.0,['B'],Creature 
3.0,2.0,2.0,['W'],Legendary Creature 
6.0,6.0,1.0,['R'],Legendary Creature 
4.0,3.0,3.0,['R'],Creature 
3.0,1.0,3.0,['W'],Creature 
6.0,3.0,5.0,"['B', 'U']",Legendary Creature 
4.0,2.0,3.0,['R'],Creature 
1.0,0.0,1.0,['G'],Creature 
4.0,3.0,4.0,['G'],Legendary Creature 
4.0,2.0,3.0,['B'],Legendary Creature 
4.0,2.0,2.0,['R'],Legendary Creature 
7.0,4.0,4.0,['W'],Creature 
3.0,2.0,3.0,['B'],Creature 
2.0,2.0,2.0,['W'],Creature 
6.0,4.0,4.0,"['B', 'R']",Legendary Creature 
2.0,1.0,2.0,['W'],Creature 
3.0,4.0,3.0,"['R', 'U']",Creature 
3.0,3.0,1.0,['B'],Creature 
4.0,3.0,3.0,['U'],Creature 
0.0,5.0,5.0,['R'],Token Creature 
4.0,3.0,2.0,['W'],Creature 
7.0,5.0,4.0,['B'],Creature 
3.0,3.0,2.0,['B'],Creature 
6.0,4.0,4.0,"['U', 'W']",Creature 
7.0,6.0,6.0,['G'],Creature 
2.0,2.0,1.0,['B'],Creature 
3.0,2.0,3.0,['U'],Creature 
2.0,1.0,1.0,"['U', 'W']",Creature 
3.0,4.0,3.0,['U'],Creature 
4.0,3.5,1.0,['B'],Creature 
4.0,2.0,2.0,['W'],Legendary Creature 
5.0,4.0,3.0,['G'],Creature 
2.0,2.0,2.0,['G'],Creature 
6.0,6.0,6.0,['U'],Creature 
2.0,2.0,1.0,['R'],Legendary Creature 
6.0,4.0,3.0,['U'],Creature 
5.0,6.0,6.0,[],Artifact 
1.0,2.0,1.0,['B'],Creature 
3.0,2.0,3.0,"['R', 'U']",Legendary Creature 
4.0,4.0,3.0,['R'],Creature 
4.0,1.0,1.0,['U'],Creature 
3.0,2.0,2.0,['W'],Creature 
7.0,6.0,6.0,['G'],Creature 
3.0,2.0,3.0,"['G', 'R']",Creature 
3.0,2.0,2.0,['B'],Creature 
4.0,3.0,3.0,['G'],Enchantment Creature 
3.0,2.0,2.0,['G'],Legendary Creature 
2.0,2.0,2.0,"['R', 'U']",Creature 
3.0,3.0,1.0,['R'],Creature 
6.0,3.0,3.0,['W'],Creature 
3.0,3.0,2.0,[],Artifact Creature 
4.0,2.0,2.0,['W'],Creature 
2.0,0.0,2.0,['U'],Creature 
2.0,0.0,4.0,['W'],Creature 
3.0,3.0,2.0,['G'],Creature 
2.0,2.0,1.0,['G'],Creature 
2.0,2.0,2.0,['B'],Creature 
2.0,0.0,0.0,"['G', 'R']",Creature 
6.0,5.0,4.0,"['G', 'R', 'W']",Legendary Creature 
4.0,3.0,3.0,['G'],Creature 
1.0,1.0,1.0,['R'],Creature 
5.0,2.0,3.0,['W'],Creature 
7.0,7.0,7.0,['G'],Creature 
6.0,5.0,3.0,['B'],Creature 
5.0,4.0,4.0,['G'],Creature 
4.0,3.0,3.0,['R'],Creature 
0.0,2.0,2.0,['G'],Token Creature 
4.0,3.0,3.0,"['B', 'R', 'W']",Creature 
4.0,3.0,4.0,['G'],Creature 
3.0,3.0,1.0,['W'],Creature 
4.0,4.0,4.0,['G'],Creature 
2.0,2.0,1.0,['W'],Enchantment Creature 
4.0,4.0,4.0,['G'],Creature 
0.0,0.0,0.0,['B'],Token Creature 
6.0,5.0,5.0,['R'],Creature 
5.0,4.0,2.0,['R'],Artifact Creature 
3.0,2.0,3.0,['R'],Creature 
3.0,2.0,2.0,['G'],Creature 
4.0,2.0,2.0,['U'],Creature 
5.0,3.0,3.0,['W'],Creature 
4.0,2.0,2.0,['U'],Creature 
2.0,1.0,1.0,['W'],Creature 
2.0,3.0,1.0,"['B', 'G']",Creature 
5.0,3.0,3.0,"['B', 'G']",Creature 
2.0,2.0,1.0,['G'],Creature 
5.0,2.0,2.0,"['U', 'W']",Creature 
4.0,5.0,4.0,['G'],Creature 
5.0,3.0,3.0,['U'],Creature 
4.0,3.0,2.0,['U'],Creature 
4.0,1.0,1.0,['U'],Creature 
3.0,2.0,2.0,['G'],Creature 
2.0,1.0,1.0,['G'],Creature 
2.0,2.0,2.0,['W'],Creature 
1.0,1.0,1.0,['G'],Creature 
2.0,1.0,3.0,['U'],Creature 
5.0,4.0,4.0,['R'],Creature 
4.0,3.0,3.0,['G'],Creature 
4.0,2.0,2.0,['W'],Creature 
1.0,1.0,1.0,['G'],Creature 
4.0,3.0,2.0,['W'],Creature 
2.0,2.0,2.0,['G'],Creature 
6.0,3.0,7.0,['W'],Creature 
4.0,4.0,4.0,['G'],Creature 
2.0,2.0,1.0,['W'],Creature 
2.0,1.0,1.0,['R'],Creature 
4.0,3.0,5.0,"['G', 'W']",Creature 
6.0,7.0,6.0,['G'],Creature 
2.0,1.0,3.0,['U'],Creature 
4.0,4.0,3.0,['B'],Creature 
3.0,1.0,2.0,['G'],Creature 
3.0,2.0,1.0,['U'],Creature 
6.0,8.0,8.0,['G'],Creature 
5.0,4.0,4.0,"['B', 'G']",Creature 
4.0,3.0,3.0,"['G', 'U']",Legendary Creature 
1.0,1.0,1.0,['G'],Creature 
4.0,1.0,6.0,['W'],Creature 
4.0,3.0,3.0,['B'],Creature 
5.0,3.0,6.0,['W'],Legendary Creature 
5.0,6.0,5.0,['R'],Creature 
4.0,3.0,2.0,"['R', 'W']",Creature 
1.0,1.0,1.0,['U'],Creature 
3.0,2.0,1.0,['R'],Creature 
5.0,2.0,2.0,['U'],Creature 
4.0,5.0,5.0,"['G', 'R']",Creature 
6.0,4.0,4.0,['W'],Creature 
6.0,6.0,6.0,"['G', 'U', 'W']",Legendary Creature 
1.0,1.0,1.0,['R'],Creature 
3.0,2.0,1.0,['B'],Creature 
4.0,4.0,3.0,[],Artifact Creature 
2.0,1.0,2.0,['W'],Creature 
2.0,2.0,1.0,['G'],Creature 
5.0,2.0,4.0,"['G', 'W']",Creature 
3.0,2.0,3.0,[],Artifact Creature 
3.0,1.0,1.0,[],Artifact Creature 
0.0,1.0,1.0,['W'],Token Creature 
3.0,0.0,0.0,['G'],Creature 
0.0,2.0,2.0,['U'],Token Creature 
3.0,2.0,1.0,['G'],Creature 
5.0,3.0,3.0,['G'],Creature 
2.0,2.0,2.0,['W'],Creature 
5.0,6.0,7.0,"['G', 'W']",Legendary Enchantment Creature 
2.0,2.0,2.0,['G'],Creature 
3.0,2.0,2.0,['R'],Creature 
3.0,3.0,3.0,"['R', 'W']",Creature 
2.0,2.0,2.0,['B'],Creature 
3.0,3.0,3.0,"['G', 'U']",Creature 
2.0,1.0,3.0,['B'],Creature 
4.0,2.0,3.0,['B'],Creature 
8.0,7.0,6.0,['B'],Creature 
4.0,6.0,6.0,['B'],Creature 
3.0,2.0,2.0,['R'],Creature 
4.0,4.0,5.0,['G'],Creature 
3.0,0.0,6.0,[],Artifact Creature 
1.0,1.0,1.0,['U'],Creature 
6.0,6.0,5.0,['B'],Creature 
6.0,3.0,3.0,['W'],Legendary Creature 
5.0,7.0,7.0,"['B', 'G', 'R', 'U', 'W']",Legendary Creature 
4.0,3.0,3.0,['G'],Creature 
4.0,5.0,3.0,[],Artifact Creature 
6.0,5.0,5.0,[],Artifact Creature 
3.0,2.0,1.0,[],Artifact Creature 
3.0,3.0,4.0,['U'],Creature 
4.0,0.0,3.0,['G'],Creature 
3.0,0.0,2.0,['R'],Creature 
3.0,2.0,3.0,['R'],Creature 
1.0,1.0,1.0,['R'],Creature 
3.0,2.0,2.0,['B'],Creature 
1.0,1.0,1.0,[],Artifact Creature 
2.0,1.0,3.0,['G'],Creature 
2.0,2.0,1.0,['W'],Creature 
1.0,0.0,2.0,['R'],Creature 
4.0,3.0,4.0,['R'],Creature 
0.0,1.0,1.0,"['R', 'W']",Token Creature 
3.0,2.0,1.0,"['G', 'W']",Creature 
5.0,3.0,3.0,['U'],Creature 
4.0,2.0,2.0,['U'],Artifact Creature 
3.0,2.0,1.0,['B'],Creature 
5.0,4.0,4.0,"['B', 'G']",Creature 
6.0,4.0,4.0,[],Creature 
3.0,1.0,4.0,['R'],Creature 
0.0,2.0,2.0,['B'],Token Creature 
4.0,0.0,6.0,[],Artifact Creature 
1.0,0.0,2.0,['G'],Creature 
3.0,7.0,7.0,['B'],Creature 
4.0,3.0,3.0,"['G', 'U']",Creature 
6.0,5.0,6.0,['U'],Legendary Creature 
5.0,3.0,3.0,['R'],Creature 
2.0,1.0,1.0,['U'],Creature 
5.0,4.0,5.0,['U'],Legendary Creature 
1.0,1.0,1.0,['B'],Creature 
5.0,4.0,4.0,"['G', 'U', 'W']",Legendary Creature 
3.0,3.0,2.0,"['B', 'G']",Creature 
4.0,3.0,3.0,['R'],Creature 
7.0,8.0,8.0,[],Creature 
6.0,5.0,4.0,[],Artifact Creature 
2.0,2.0,1.0,['B'],Creature 
6.0,5.0,3.0,"['B', 'R']",Legendary Creature 
4.0,4.0,1.0,['B'],Creature 
1.0,1.0,1.0,['G'],Creature 
3.0,2.0,1.0,"['B', 'W']",Creature 
4.0,0.0,13.0,['B'],Creature 
3.0,2.0,2.0,['R'],Creature 
3.0,2.0,3.0,[],Artifact Creature 
3.0,2.0,2.0,['W'],Creature 
4.0,2.0,3.0,['G'],Creature 
4.0,3.0,3.0,['W'],Creature 
7.0,4.0,6.0,['W'],Creature 
2.0,2.0,2.0,['G'],Creature 
2.0,1.0,1.0,['W'],Creature 
3.0,2.0,2.0,"['B', 'U']",Creature 
5.0,4.0,3.0,['G'],Legendary Creature 
5.0,4.0,4.0,['B'],Creature 
5.0,3.0,3.0,['R'],Creature 
6.0,5.0,3.0,['B'],Creature 
1.0,0.0,1.0,['G'],Creature 
2.0,2.0,1.0,['U'],Creature 
2.0,2.0,2.0,['G'],Creature 
6.0,5.0,4.0,[],Artifact Creature 
2.0,2.0,2.0,['B'],Creature 
2.0,2.0,1.0,['W'],Creature 
5.0,2.0,3.0,['G'],Creature 
2.0,2.0,2.0,['G'],Creature 
6.0,6.0,6.0,['B'],Legendary Creature 
2.0,1.0,3.0,['U'],Creature 
4.0,2.0,3.0,['G'],Creature 
4.0,1.0,2.0,['W'],Creature 
3.0,3.0,3.0,"['G', 'R']",Creature 
1.0,1.0,1.0,['G'],Creature 
3.0,3.0,2.0,['G'],Creature 
3.0,1.0,1.0,['G'],Creature 
0.0,3.0,3.0,[],Token Artifact Creature 
4.0,0.0,1.0,['U'],Creature 
4.0,3.0,3.0,['W'],Creature 
3.0,2.0,2.0,['G'],Creature 
3.0,2.0,3.0,"['G', 'R', 'W']",Legendary Creature 
0.0,2.0,2.0,['G'],Token Creature 
2.0,2.0,1.0,['B'],Creature 
6.0,5.0,4.0,['R'],Creature 
2.0,1.0,1.0,['G'],Creature 
6.0,3.0,3.0,['W'],Creature 
3.0,3.0,2.0,['R'],Creature 
3.0,2.0,2.0,['U'],Creature 
2.0,2.0,3.0,['G'],Creature 
3.0,1.0,1.0,['R'],Creature 
2.0,1.0,3.0,['W'],Creature 
2.0,1.0,1.0,['B'],Creature 
4.0,1.0,1.0,['B'],Creature 
3.0,2.0,2.0,['R'],Creature 
4.0,3.0,2.0,['G'],Creature 
2.0,0.0,3.0,['B'],Creature 
3.0,1.0,1.0,['G'],Creature 
1.0,1.0,1.0,['U'],Creature 
2.0,1.0,1.0,['B'],Creature 
2.0,2.0,2.0,['G'],Creature 
4.0,3.0,3.0,['U'],Creature 
4.0,3.0,3.0,['B'],Creature 
4.0,2.0,2.0,['W'],Creature 
6.0,6.0,6.0,['B'],Legendary Creature 
6.0,6.0,6.0,['G'],Creature 
6.0,6.0,6.0,"['U', 'W']",Legendary Creature 
4.0,3.0,3.0,['G'],Creature 
3.0,3.0,2.0,['R'],Creature 
2.0,2.0,2.0,['W'],Creature 
5.0,4.0,4.0,['G'],Creature 
5.0,3.0,3.0,['U'],Host Creature 
2.0,2.0,2.0,[],Artifact Creature 
4.0,3.0,3.0,['G'],Creature 
4.0,2.0,2.0,['R'],Creature 
4.0,2.0,4.0,"['R', 'W']",Creature 
2.0,2.0,2.0,['R'],Creature 
5.0,4.0,4.0,['R'],Creature 
3.0,2.0,2.0,[],Artifact Creature 
0.0,10.0,10.0,[],Token Creature 
3.0,3.0,3.0,"['B', 'G', 'R']",Creature 
2.0,2.0,2.0,['R'],Creature 
4.0,4.0,3.0,['G'],Creature 
2.0,2.0,2.0,['W'],Creature 
4.0,2.0,4.0,['G'],Creature 
2.0,1.0,1.0,['R'],Creature 
0.0,6.0,6.0,['B'],Token Creature 
3.0,1.0,3.0,"['B', 'U']",Creature 
6.0,6.0,6.0,['B'],Creature 
2.0,1.0,2.0,['W'],Creature 
9.0,6.0,5.0,['G'],Creature 
2.0,2.0,1.0,[],Creature 
7.0,4.0,5.0,['G'],Creature 
8.0,6.0,6.0,['R'],Legendary Creature 
3.0,2.0,2.0,['B'],Creature 
1.0,1.0,1.0,['B'],Creature 
2.0,1.0,1.0,['G'],Creature 
1.0,1.0,1.0,['W'],Creature 
3.0,1.0,1.0,['G'],Creature 
3.0,2.0,2.0,[],Artifact Creature 
5.0,4.0,3.0,"['B', 'U']",Artifact Creature 
5.0,0.0,0.0,"['B', 'G', 'W']",Legendary Creature 
4.0,5.0,4.0,['G'],Creature 
